image_path,question,answer
43/43bd49b5.jpg,What is the shoe material?,Mesh
43/43bdc986.jpg,What color is the sandal?,Black
43/43bdc986.jpg,What is the heel's shape?,Stiletto
43/43bdc986.jpg,How many straps are visible?,Two
43/43bdc986.jpg,What is the heel height?,High
43/43bdc986.jpg,Is the material leather?,Yes
43/43beafca.jpg,What color is the paper?,Yellow
43/43beafca.jpg,What brand is visible?,Amazonbasics
43/43beafca.jpg,What percentage is recycled?,Fifty
43/43c0a088.jpg,What is the cup's interior color?,Green
43/43c0a088.jpg,What is the cup's base color?,Red
43/43c0a088.jpg,Is there a handle?,Yes
43/43c1833b.jpg,What color is the chair?,Pink
43/43c1833b.jpg,What shape is the cushion?,Square
43/43c1833b.jpg,How many legs does it have?,Four
43/43c34777.jpg,How many bulbs are displayed?,Two
43/43c34777.jpg,What color are the filaments?,Orange
43/43c34777.jpg,What shape are the bulbs?,Round
43/43ca0cdb.jpg,What color are the bird's wings?,Purple
43/43ca0cdb.jpg,What animal is the pendant?,Hummingbird
43/43ca0cdb.jpg,What is the chain's material?,Silver
43/43d70590.jpg,What material is the object?,Cotton
43/43d70590.jpg,What color is the towel?,Ecru
43/43d70590.jpg,What kind of item is this?,Towel
43/43e17e90.jpg,What color is the sleeve?,Green
43/43e17e90.jpg,Is there a handle?,Yes
43/43e17e90.jpg,What shape is this?,Rectangle
43/43e2d3ff.jpg,What color is prominent?,Yellow
43/43e2d3ff.jpg,What object has rock texture?,Case
43/43e2d3ff.jpg,Is the cover glossy?,No
43/43e2d812.jpg,What animal is featured?,Duck
43/43e2d812.jpg,What color is the beak?,Orange
43/43e2d812.jpg,Is there a camera?,Yes
43/43eb56b3.jpg,What shape is the main stone?,Round
43/43eb56b3.jpg,What color is the ring band?,Gold
43/43eb56b3.jpg,How many rows of stones are on the band?,One
43/43eb56b3.jpg,What surrounds the main stone?,Halo
43/43eb56b3.jpg,What is the stone's clarity?,Clear
43/43eda846.jpg,What shape are the blocks?,Squares
43/43eda846.jpg,What is the written message?,Hate
43/43eda846.jpg,What is the background color?,Beige
43/43ee9cea.jpg,What color are the shoes?,Green
43/43ee9cea.jpg,What is the laces color?,Navy
43/43ee9cea.jpg,What is the sole color?,White
43/43f15737.jpg,What color is the background?,Black
43/43f15737.jpg,What shape are the decorations?,Floral
43/43f15737.jpg,What is the case material?,Hard
44/44022b30.jpg,What color is the ink?,Black
44/44022b30.jpg,What brand is printed?,Amazonbasics
44/44022b30.jpg,Is the holder transparent?,Yes
44/44022b30.jpg,What number is printed?,540
44/44022b30.jpg,Is the cartridge new?,Remanufactured
44/441db903.jpg,What color is the backpack?,Black
44/441db903.jpg,What type of bag is shown?,Backpack
44/441db903.jpg,What are the sides made of?,Mesh
44/4424878d.jpg,What shape is the knob?,Round
44/4424878d.jpg,What is the knob's color?,Golden
44/4424878d.jpg,How many screws are visible?,Two
44/44274051.jpg,What pattern is present?,Ribbed
44/44274051.jpg,What is the hat's material?,Knit
44/44274051.jpg,What color is the hat?,Charcoal
44/442870a6.jpg,What color is the mop?,Blue
44/442870a6.jpg,What texture does the mop have?,Fuzzy
44/442870a6.jpg,Is the background visible?,Yes
44/44296802.jpg,What is the main color?,Black
44/44296802.jpg,What type of jewelry?,Bracelet
44/44296802.jpg,Are there multiple bars?,Yes
44/44296802.jpg,What is the shape of the links?,Rectangular
44/44296802.jpg,Are the links connected?,Yes
44/442cf291.jpg,What color is the boot?,Black
44/442cf291.jpg,What type of closure is absent?,Laces
44/442cf291.jpg,What is the boot's material?,Leather
44/442dea08.jpg,What color are most of the hearts?,Red
44/442dea08.jpg,What is the background color?,Black
44/442dea08.jpg,What shape is the camera cutout?,Circle
44/444b4e8d.jpg,What is the frame's color?,Black
44/444b4e8d.jpg,What animal is depicted?,Fox
44/444b4e8d.jpg,What number is under 'SOLIMO'?,12
44/44528e51.jpg,What is the background color?,Black
44/44528e51.jpg,What structure is depicted?,Tower
44/44528e51.jpg,What color is the tower?,Gold
44/4452c39a.jpg,What color is the ottoman?,Grey
44/4452c39a.jpg,What shape is the ottoman?,Rectangular
44/4452c39a.jpg,Is there tufting present?,Yes
44/4452c39a.jpg,How many legs are visible?,Four
44/4452c39a.jpg,What direction is the ottoman facing?,Right
44/4455e621.jpg,What color is primarily seen?,White
44/4455e621.jpg,Is the surface shiny?,Yes
44/4455e621.jpg,Is there blue color visible?,Yes
44/445c620d.jpg,What color are the hooks?,Black
44/445c620d.jpg,What shape are the hooks?,Curved
44/445c620d.jpg,What is the rack's material?,Wood
44/4464f9f9.jpg,What color is the bird's chest?,Yellow
44/4464f9f9.jpg,What is the bird sitting on?,Branch
44/4464f9f9.jpg,What is behind the bird?,Foliage
44/44654279.jpg,What is the shoe's color?,Brown
44/44654279.jpg,What footwear is depicted?,Slipper
44/44654279.jpg,Is the back open?,Yes
44/4465d995.jpg,What shape is the rug?,Rectangular
44/4465d995.jpg,What object is overhead?,Chandelier
44/4465d995.jpg,What color are the doors?,White
44/446fd773.jpg,What color is the luggage?,Black
44/446fd773.jpg,Is the handle extended?,Yes
44/446fd773.jpg,What shape are the wheels?,Round
44/4479ec0d.jpg,What color is the cat tree?,Beige
44/4479ec0d.jpg,What shape is the base?,Hexagonal
44/4479ec0d.jpg,Is there a hanging toy?,Yes
44/447c053c.jpg,What is the shoe pattern?,Snake
44/447c053c.jpg,What is the shoe type?,Flats
44/447c053c.jpg,What color is the trim?,Black
44/447f6236.jpg,What shape is the pendant?,Circle
44/447f6236.jpg,What is the color of the chain?,Gold
44/447f6236.jpg,What is the stone color?,Blue
44/44876995.jpg,What shape is the phone case?,Rectangle
44/44876995.jpg,What is the prominent color?,Blue
44/44876995.jpg,Is the case design abstract?,Yes
44/44876995.jpg,Is the material metallic?,No
44/44876995.jpg,What is the pattern style?,Abstract
44/448797e2.jpg,What color is the organizer?,Black
44/448797e2.jpg,What material are the dividers made of?,Plastic
44/448797e2.jpg,Is the organizer portable?,Yes
44/448cbaf2.jpg,What color is the toaster?,White
44/448cbaf2.jpg,How many slots are visible?,Two
44/448cbaf2.jpg,What is the brand name?,Amazonbasics
44/448d1cfc.jpg,What color is the charger?,Silver
44/448d1cfc.jpg,What is the charger's brand?,Amazonbasics
44/448d1cfc.jpg,How many indicator lights are visible?,Four
44/4490ae9e.jpg,What is the hat's primary material?,Wool
44/4490ae9e.jpg,What is the hat's color?,Natural
44/4490ae9e.jpg,What shape is the hat?,Rounded
44/44910f3c.jpg,What is the item's color?,Burgundy
44/44910f3c.jpg,What type of clothing is displayed?,Scarf
44/44910f3c.jpg,What is the pattern?,Striped
44/44917785.jpg,What color is the sole?,White
44/44917785.jpg,What is the shoe's main material?,Mesh
44/44917785.jpg,What is the secondary color?,Red
44/44917785.jpg,What type of laces are present?,Round
44/44917785.jpg,What's the shoe's brand?,Bourge
44/4496fb8c.jpg,What is the cabinet's material?,Wood
44/4496fb8c.jpg,What shape are the handles?,Curved
44/4496fb8c.jpg,What color is the cabinet?,Brown
44/44a225a9.jpg,What color are the shoe laces?,Blue
44/44a225a9.jpg,What type of shoes are these?,Boat
44/44a225a9.jpg,What is the sole's color?,White
44/44a4c034.jpg,What color is the background?,Black
44/44a4c034.jpg,What shape are the decorations?,Hearts
44/44a4c034.jpg,How many people are illustrated?,Two
44/44aa398a.jpg,What shape are the baskets?,Round
44/44aa398a.jpg,What material are the handles?,Leather
44/44aa398a.jpg,What color are the baskets?,Brown
44/44acd3c0.jpg,What is the product?,Ottoman
44/44acd3c0.jpg,What color is the ottoman?,Cinnamon
44/44acd3c0.jpg,How many legs are visible?,Four
44/44aefd0a.jpg,What color is the background?,Black
44/44aefd0a.jpg,What shape is visible on case?,Circle
44/44aefd0a.jpg,What is near the top camera?,Ring
44/44af9f29.jpg,What is the primary material?,Steel
44/44af9f29.jpg,How many slots are visible?,Four
44/44af9f29.jpg,What is the item's color?,Silver
44/44b0d862.jpg,What color is the charger?,White
44/44b0d862.jpg,How many USB ports are there?,Three
44/44b0d862.jpg,Is the charger plugged?,No
44/44b53190.jpg,What color is the left side?,Yellow
44/44b53190.jpg,What is the background color?,White
44/44b53190.jpg,What objects shape is the case?,Rectangle
44/44b8b019.jpg,What is the primary color?,Green
44/44b8b019.jpg,Are there water droplets?,Yes
44/44b8b019.jpg,What shape is the lens?,Oval
44/44b9be0b.jpg,What animal is depicted?,Lion
44/44b9be0b.jpg,What is the background color?,Yellow
44/44b9be0b.jpg,Is the case hard?,Yes
44/44b9be0b.jpg,What is the case's texture?,Smooth
44/44b9be0b.jpg,How many lions are present?,Two
44/44bb5baf.jpg,What is the case's background color?,Black
44/44bb5baf.jpg,What objects are printed on the case?,Butterflies
44/44bb5baf.jpg,What is the dominant color on the butterflies?,Pink
44/44bb5baf.jpg,How many cameras are visible?,One
44/44bb5baf.jpg,What is the primary case material?,Silicone
44/44bcddf6.jpg,What shape is the mirror?,Rectangular
44/44bcddf6.jpg,What color is the frame?,Walnut
44/44bcddf6.jpg,Is the mirror mounted?,Yes
44/44ca3eb4.jpg,What color is the bin?,Grey
44/44ca3eb4.jpg,What shape is the cutout?,Square
44/44ca3eb4.jpg,Is the bin empty?,Yes
44/44cc6502.jpg,What color is the top?,Yellow
44/44cc6502.jpg,What is the pole's color?,Grey
44/44cc6502.jpg,What is this?,Mop
44/44d74f68.jpg,What is the pattern?,Checks
44/44d74f68.jpg,What is the material?,Cotton
44/44d74f68.jpg,What is the color?,Dune
44/44dc9721.jpg,What shape is yellow?,Heart
44/44dc9721.jpg,What letter is displayed?,Y
44/44dc9721.jpg,What color are stars?,Pink
44/44e3e9ff.jpg,What shape are the gems?,Square
44/44e3e9ff.jpg,What is the metal's color?,Silver
44/44e3e9ff.jpg,How many earrings?,Two
44/44f2503f.jpg,What shape is the main design?,Round
44/44f2503f.jpg,What is the primary color?,Purple
44/44f2503f.jpg,Are feathers visible?,Yes
44/44f8f8ce.jpg,What pattern decorates the case?,Peacock
44/44f8f8ce.jpg,What color is the background?,Black
44/44f8f8ce.jpg,What is the case's design color?,White
45/45084c5c.jpg,Is the cover partially red?,Yes
45/45084c5c.jpg,What shape is the cover?,Rectangular
45/45084c5c.jpg,Is the cover mostly flat?,Yes
45/4508c8d7.jpg,What color are the geometric shapes?,Black
45/4508c8d7.jpg,Is the pattern abstract or realistic?,Abstract
45/4508c8d7.jpg,How many cameras are visible?,One
45/4510340e.jpg,Is the case rectangular?,Yes
45/4510340e.jpg,What color is the bottom block?,Orange
45/4510340e.jpg,What shape is the lens cut-out?,Oval
45/45179d60.jpg,What color are the hooks?,Black
45/45179d60.jpg,How many hooks are visible?,Eight
45/45179d60.jpg,Is the wood finish smooth?,Yes
45/45187cef.jpg,What shape is repeated on the case?,Heart
45/45187cef.jpg,What color is the phone case?,Black
45/45187cef.jpg,Is the cover patterned?,Yes
45/451a7a32.jpg,What number is visible?,365
45/451a7a32.jpg,What flavor is assorted?,Fruit
45/451a7a32.jpg,How many gummies?,150
45/451a7a32.jpg,What material is the bottle?,Plastic
45/451a7a32.jpg,What is chewed?,Gummies
45/451b20bc.jpg,What color is the chair?,Grey
45/451b20bc.jpg,What is the furniture type?,Chair
45/451b20bc.jpg,How many legs are visible?,Four
45/451b20bc.jpg,Is the chair reclining?,Yes
45/451b20bc.jpg,What shape is the back?,Wingback
45/4520051c.jpg,What color is the hub?,Black
45/4520051c.jpg,How many USB ports are visible?,Two
45/4520051c.jpg,What color is the cable?,Blue
45/45255409.jpg,What shape is the rug?,Rectangular
45/45255409.jpg,What is the bed's primary material?,Wood
45/45255409.jpg,What color is the bed frame?,Brown
45/45297def.jpg,What is the color of the comforter?,Grey
45/45297def.jpg,What filling pattern is on the comforter?,Squares
45/45297def.jpg,Is the comforter wrinkled?,Yes
45/452a2fd9.jpg,What color is on the left side?,Pink
45/452a2fd9.jpg,What shape are the headphones?,Round
45/452a2fd9.jpg,What is the headphone's color?,Blue
45/452fda78.jpg,What color are the locks?,Blue
45/452fda78.jpg,How many dials per lock?,Three
45/452fda78.jpg,What shape are the locks?,Round
45/453bb2c6.jpg,Is the phone case rectangular?,Yes
45/453bb2c6.jpg,What is the cover's pattern?,Wheel
45/453bb2c6.jpg,Is the wheel complete?,No
45/4542c884.jpg,What color is the multi-tool?,Black
45/4542c884.jpg,Is the knife fully extended?,No
45/4542c884.jpg,How many blades are protruding?,Six
45/4544a0b2.jpg,What color are the cushions?,Red
45/4544a0b2.jpg,Is there artwork present?,Yes
45/4544a0b2.jpg,How many legs are visible?,Zero
45/45467ecb.jpg,What is the pattern's material?,Wicker
45/45467ecb.jpg,What direction are the blocks horizontal?,Yes
45/45467ecb.jpg,Is the case rectangular?,Yes
45/45478c5a.jpg,What pattern is featured?,Leopard
45/45478c5a.jpg,What color is the strap?,Black
45/45478c5a.jpg,How many zippers are visible?,One
45/454887b2.jpg,What is the brand's name?,amazonbasics
45/454887b2.jpg,What color is the device?,black
45/454887b2.jpg,How many lights are visible?,four
45/454887b2.jpg,Is this shiny or matte?,shiny
45/454887b2.jpg,How many USB ports are visible?,one
45/45587e6d.jpg,What word is printed?,LOVE
45/45587e6d.jpg,What shape is the charm?,Circle
45/45587e6d.jpg,What color is the stone?,Green
45/455db167.jpg,What color is the mattress pad?,White
45/455db167.jpg,What shape are the quilted sections?,Square
45/455db167.jpg,How many drawers are on the nightstand?,Two
45/4565df82.jpg,What color is the box?,Black
45/4565df82.jpg,What shape is the brush head?,Angled
45/4565df82.jpg,What material is the handle?,Metal
45/45674ce9.jpg,What color is the sham?,Blue
45/45674ce9.jpg,Is the pillowcase rectangular?,Yes
45/45674ce9.jpg,Is there any texture?,Yes
45/4569045a.jpg,What color are the laces?,White
45/4569045a.jpg,What is the shoe's primary color?,Blue
45/4569045a.jpg,What is visible on top?,Logo
45/456975d9.jpg,What color is the sole?,White
45/456975d9.jpg,What is the shoe's main material?,Fabric
45/456975d9.jpg,What is the shoe's style?,Sneakers
45/4569c20b.jpg,Is the mat rectangular?,Yes
45/4569c20b.jpg,What is the mat's primary color?,Red
45/4569c20b.jpg,Is the mat textured?,Yes
45/45711394.jpg,What gemstone shape is present?,Oval
45/45711394.jpg,What color are the gemstones?,Green
45/45711394.jpg,What material are the hooks?,Silver
45/4573234d.jpg,What color is the device?,Blue
45/4573234d.jpg,What shape is the handle?,Cross
45/4573234d.jpg,What material is visible?,Metal
45/4573234d.jpg,How many rivets are visible?,Six
45/4573234d.jpg,Is the mount horizontal?,Yes
45/4574c412.jpg,What color are the lines?,Black
45/4574c412.jpg,What shape dominates the pattern?,Triangle
45/4574c412.jpg,Is the pattern symmetrical?,No
45/457570c5.jpg,What shape are the larger stones?,Round
45/457570c5.jpg,What is the earring's material color?,Silver
45/457570c5.jpg,How many earrings are visible?,Two
45/45760bb3.jpg,What is the background material?,Wood
45/45760bb3.jpg,What color is the leaf?,Gold
45/45760bb3.jpg,What is on the case?,Leaf
45/45760bb3.jpg,What kind of case is it?,Back
45/45760bb3.jpg,What is the case designed with?,Designer
45/457c5eb9.jpg,What pattern is visible?,Plaid
45/457c5eb9.jpg,What color are the lines?,White
45/457c5eb9.jpg,Is the fabric squared?,Yes
45/458173d4.jpg,What color is the phone case?,Yellow
45/458173d4.jpg,What is the case's finish?,Textured
45/458173d4.jpg,Is there a camera cutout?,Yes
45/4583a33c.jpg,What color is the left side?,Orange
45/4583a33c.jpg,Is there a camera?,Yes
45/4583a33c.jpg,What is the case's design?,Paint
45/4586dabc.jpg,What shape is the purple stone?,Heart
45/4586dabc.jpg,What is the chain's color?,Silver
45/4586dabc.jpg,Is this a necklace or bracelet?,Necklace
45/45887ac8.jpg,What is the ring's shape?,Round
45/45887ac8.jpg,What color are the stones?,Yellow
45/45887ac8.jpg,How many rows of stones are there?,Three
45/458d9d67.jpg,What color is the bottle?,White
45/458d9d67.jpg,What is the bottle's volume?,500ml
45/458d9d67.jpg,What is the liquid's color?,Yellow
45/458d9d67.jpg,How is the oil pressed?,Cold
45/458d9d67.jpg,What brand is shown?,Vedaka
45/45942250.jpg,What is the overall tone?,Dark
45/45942250.jpg,What is the primary material?,Leather
45/45942250.jpg,What color is the swatch?,Black
45/459520c7.jpg,What is the boot's color?,Navy
45/459520c7.jpg,Is the boot shiny?,Yes
45/459520c7.jpg,What footwear is this?,Boot
45/45970228.jpg,What color is the product?,Gold
45/45970228.jpg,What material is the grid?,Steel
45/45970228.jpg,How many hooks are visible?,Four
45/45970228.jpg,What is attached to the grid?,Basket
45/45970228.jpg,Is the product new?,Renewed
45/4599986a.jpg,What color is the center stone?,Red
45/4599986a.jpg,What is the shape of the main stone?,Rectangle
45/4599986a.jpg,Is gold visible?,Yes
45/459a4de9.jpg,What shape is the purple toy?,Circular
45/459a4de9.jpg,What color is the spiky toy?,Pink
45/459a4de9.jpg,How many toys are present?,Two
45/459cfa8b.jpg,What is the background color?,Green
45/459cfa8b.jpg,How many cameras are visible?,Four
45/459cfa8b.jpg,What shape is the yellow gift?,Rectangle
45/459e47eb.jpg,What is the main color?,Blue
45/459e47eb.jpg,Is there a logo?,Yes
45/459e47eb.jpg,Is the case rectangular?,Yes
45/459e47eb.jpg,What is printed?,Sky
45/459e47eb.jpg,Is it for Motorola?,Yes
45/45a18624.jpg,What is the box's material?,Plastic
45/45a18624.jpg,What is the number of drawers?,Two
45/45a18624.jpg,What is the case's state?,Closed
45/45aa7bd8.jpg,What shape are the shades?,Round
45/45aa7bd8.jpg,What color are the bulb fixtures?,Brass
45/45aa7bd8.jpg,How many lights are there?,Three
45/45b01ffe.jpg,What color is the heart?,Red
45/45b01ffe.jpg,What is the main background color?,Green
45/45b01ffe.jpg,What letters are visible?,IYOU
45/45b0507c.jpg,What is the bowl's shape?,Round
45/45b0507c.jpg,What color are the dishes?,Blue
45/45b0507c.jpg,What material is it?,Stoneware
45/45b07fd3.jpg,What color is the case?,Black
45/45b07fd3.jpg,What shape is the case?,Rectangular
45/45b07fd3.jpg,Is the case shiny?,No
45/45b20857.jpg,What color is the case?,Smoke
45/45b20857.jpg,What shape is the camera cutout?,Circle
45/45b20857.jpg,How many corners are visible?,Four
45/45b20bd8.jpg,What is the gemstone's shape?,Cushion
45/45b20bd8.jpg,What color are the gems?,Citrine
45/45b20bd8.jpg,What is the earring style?,Dangle
45/45b20bd8.jpg,How many earrings?,Two
45/45b20bd8.jpg,Are they hanging?,Yes
45/45b32da8.jpg,What object is at the center?,Sphere
45/45b32da8.jpg,What is the case's pattern?,Nature
45/45b32da8.jpg,What is the object below the sphere?,Wood
45/45bb9025.jpg,What is the main subject depicted many times?,Santa
45/45bb9025.jpg,What is the predominant color on the Santa suits?,Red
45/45bb9025.jpg,What is the background color?,Beige
45/45c23ead.jpg,What color is the background?,Black
45/45c23ead.jpg,How many people are depicted?,Two
45/45c23ead.jpg,What shape are many balloons?,Heart
45/45ce9cba.jpg,What shape are the earrings?,Spherical
45/45ce9cba.jpg,What color are the earrings?,Rosegold
45/45ce9cba.jpg,How many earrings are visible?,Two
45/45d1f193.jpg,What is the charm's material?,Silver
45/45d1f193.jpg,What shape is the gemstone?,Triangle
45/45d1f193.jpg,How many beads are on the right leg?,Three
45/45dcd30b.jpg,What is the shoe's color?,Silver
45/45dcd30b.jpg,What adorns the shoe's front?,Bow
45/45dcd30b.jpg,What type of shoe is this?,Flat
45/45df2ffb.jpg,What color is the background?,Black
45/45df2ffb.jpg,What shape is the object on top?,Oval
45/45df2ffb.jpg,What is beside the cups?,Pot
45/45e4b7d8.jpg,What shape is the prominent design feature?,Sphere
45/45e4b7d8.jpg,What object is reflected in the sphere?,Tree
45/45e4b7d8.jpg,What is the case's orientation?,Vertical
45/45e60256.jpg,What is the ring's color?,White
45/45e60256.jpg,What shape is the diamond?,Round
45/45e60256.jpg,Is the band shiny?,Yes
45/45e60256.jpg,How many prongs?,Four
45/45e60256.jpg,Is the band solid?,Yes
45/45e8e821.jpg,What is the pattern?,Striped
45/45e8e821.jpg,What shape are the cushions?,Square
45/45e8e821.jpg,What color are the ties?,Red
45/45edc8fe.jpg,What color is the border?,Red
45/45edc8fe.jpg,What pattern is visible?,Solid
45/45edc8fe.jpg,Is the sheet folded?,Yes
45/45edc8fe.jpg,What color is on top?,White
45/45edc8fe.jpg,What product is this?,Sheet
45/45f181ea.jpg,What is the board's pattern?,Floral
45/45f181ea.jpg,What shape is the iron rest?,Curved
45/45f181ea.jpg,What color are the legs?,White
45/45f1a020.jpg,What is the flower's color?,Pink
45/45f1a020.jpg,What is the number of butterflies?,Four
45/45f1a020.jpg,Is the case rectangular?,Yes
45/45f20b04.jpg,What color are the zipper pulls?,Silver
45/45f20b04.jpg,What color is the backpack?,Black
45/45f20b04.jpg,What is the brand name?,Solimo
45/45f9d7ad.jpg,What background is shown?,Wood
45/45f9d7ad.jpg,What word is printed vertically?,Girl
45/45f9d7ad.jpg,What is the primary color?,Brown
45/45fb240d.jpg,What color is the main wallet?,Blue
45/45fb240d.jpg,What is the orientation of the wallet?,Horizontal
45/45fb240d.jpg,What is the strap's color?,Beige
45/45fb240d.jpg,What is the material of the wallet?,Leather
45/45fb240d.jpg,What type of closure is visible?,Strap
46/46038ef0.jpg,What shape is the cushion?,Square
46/46038ef0.jpg,What is the cushion's color?,Eggshell
46/46038ef0.jpg,Is the cushion smooth?,Yes
46/460410a7.jpg,What animal is printed?,Lion
46/460410a7.jpg,What color is the eye?,Blue
46/460410a7.jpg,Is the cover glossy?,No
46/46108133.jpg,What color are the globes?,White
46/46108133.jpg,How many bulbs are there?,Two
46/46108133.jpg,What shape is the base?,Round
46/4611a775.jpg,What shape is prominent?,Heart
46/4611a775.jpg,What color is the background?,Green
46/4611a775.jpg,Is there text visible?,Yes
46/4612ab3d.jpg,Are there pillows?,No
46/4612ab3d.jpg,What shape are the pillows?,Rectangle
46/4612ab3d.jpg,What material are the pillowcases?,Cotton
46/4612ab3d.jpg,What is the product?,Bedding
46/4612ab3d.jpg,What color are the pillowcases?,Beige
46/4618a032.jpg,What is the color of the ankle strap?,Orange
46/4618a032.jpg,Is there a buckle?,Yes
46/4618a032.jpg,What is the footwear type?,Sandal
46/4624cda6.jpg,What color is the base?,Black
46/4624cda6.jpg,Is the reflector silver or gold?,Silver
46/4624cda6.jpg,What is the object's shape?,Cylindrical
46/462db1a6.jpg,What is the shoe's toe shape?,Pointed
46/462db1a6.jpg,What is the material of the ribbon?,Satin
46/462db1a6.jpg,How many shoes are visible?,One
46/462eb10d.jpg,What color is the table?,Brown
46/462eb10d.jpg,How many knobs are visible?,Two
46/462eb10d.jpg,Is there a drawer?,Yes
46/463123e8.jpg,What shape are the lenses?,Teardrop
46/463123e8.jpg,What is the frame material?,Metal
46/463123e8.jpg,What color are the lenses?,Green
46/463e8259.jpg,What is the flower color?,Pink
46/463e8259.jpg,What's the case background?,Black
46/463e8259.jpg,Are flowers visible?,Yes
46/46407f38.jpg,What is the bag's closure shape?,Circle
46/46407f38.jpg,What is the bag's primary color?,Tan
46/46407f38.jpg,Does the bag have handle?,Yes
46/4641d3de.jpg,What is the case's pattern?,Scales
46/4641d3de.jpg,What color is the bottom?,Green
46/4641d3de.jpg,What shape is the camera hole?,Circle
46/4644168c.jpg,What color is the suitcase?,Grey
46/4644168c.jpg,How many wheels are visible?,Four
46/4644168c.jpg,What type of handle does it have?,Telescoping
46/465d487f.jpg,How many bulbs?,Six
46/465d487f.jpg,What is the bulb's base shape?,Cylindrical
46/465d487f.jpg,What color are the bulbs?,White
46/465dd6c8.jpg,What color is the rope?,Green
46/465dd6c8.jpg,What shape is the bundle?,Round
46/465dd6c8.jpg,What shines brightly?,Lights
46/466ca89b.jpg,What shape is the tabletop?,Rectangular
46/466ca89b.jpg,What color are the table legs?,Black
46/466ca89b.jpg,What color is the tabletop?,Grey
46/46715f36.jpg,What color is the moon?,Red
46/46715f36.jpg,What background color is present?,Black
46/46715f36.jpg,Is this product case hard?,Yes
46/4671a70f.jpg,What color are the fixtures?,Silver
46/4671a70f.jpg,What shape is the towel holder?,Ring
46/4671a70f.jpg,How many fixtures present?,Three
46/4671a70f.jpg,What is the material?,Metal
46/4671a70f.jpg,Is the metal shiny?,Yes
46/467cfb62.jpg,What color is the cat tree?,Beige
46/467cfb62.jpg,What shape is the bottom platform?,Square
46/467cfb62.jpg,How many scratching posts are visible?,Seven
46/46838bd3.jpg,What material is depicted?,Wood
46/46838bd3.jpg,What is the cover's pattern?,Vertical
46/46838bd3.jpg,Is the case rectangular?,Yes
46/4690fbe6.jpg,What is the cover's main color?,Blue
46/4690fbe6.jpg,What pattern is near the middle?,Lace
46/4690fbe6.jpg,What shape is the top hole?,Round
46/469bfdee.jpg,What is the color on the left?,Pink
46/469bfdee.jpg,Are headphones shown?,Yes
46/469bfdee.jpg,How many camera lenses visible?,Three
46/46a247a2.jpg,What shape is the clasp?,Heart
46/46a247a2.jpg,What color are the speckled beads?,Blue
46/46a247a2.jpg,How many dangling charms are visible?,Three
46/46a247a2.jpg,What word is on one of the charms?,Aquarius
46/46a247a2.jpg,What is the bracelet's overall tone?,Silver
46/46a2758f.jpg,What color is the object?,White
46/46a2758f.jpg,What shape is the object?,Cylindrical
46/46a2758f.jpg,Is there a hole?,Yes
46/46a2758f.jpg,Is the object indoors?,Yes
46/46a2758f.jpg,What is the object's filter?,Replacement
46/46a93962.jpg,What color is the letter?,Gold
46/46a93962.jpg,Is there a pattern?,Yes
46/46a93962.jpg,What is the case's background?,Black
46/46a93962.jpg,What kind of initial is shown?,P
46/46a93962.jpg,How many cameras are visible?,Two
46/46aaf84b.jpg,What is the subject in the image?,Bird
46/46aaf84b.jpg,What color are the berries?,Orange
46/46aaf84b.jpg,Is the bird flying?,Yes
46/46ac29c8.jpg,Is the sheet smooth?,Yes
46/46ac29c8.jpg,What is the sheet's hue?,Lavender
46/46ac29c8.jpg,Is the sheet folded?,No
46/46ac2fae.jpg,What color are the laces?,White
46/46ac2fae.jpg,What is the shoe's primary color?,Maroon
46/46ac2fae.jpg,What is the sole's color?,White
46/46ac2fae.jpg,What kind of shoes are these?,Sneakers
46/46ac2fae.jpg,How many shoes are visible?,One
46/46b0b5d2.jpg,What is the sandal's primary color?,Beige
46/46b0b5d2.jpg,What is the strap's material?,Leather
46/46b0b5d2.jpg,Are these sandals?,Yes
46/46b3a911.jpg,What shape is the top of the cover?,Rounded
46/46b3a911.jpg,What color is the upper part of the cover?,Beige
46/46b3a911.jpg,Are there wheels visible?,Yes
46/46b6137b.jpg,What is the luggage's color?,Red
46/46b6137b.jpg,What shape is patterned on the suitcase?,Triangle
46/46b6137b.jpg,What are at the bottom?,Wheels
46/46be063f.jpg,Is the case transparent?,Yes
46/46be063f.jpg,What is the pattern's main color?,Black
46/46be063f.jpg,Are there animals featured?,Yes
46/46be063f.jpg,What is the case's material?,Silicone
46/46be063f.jpg,How many cameras are visible?,Two
46/46c06901.jpg,What is the comforter's primary color?,Navy
46/46c06901.jpg,Is the comforter folded?,Yes
46/46c06901.jpg,What shape are the stitched compartments?,Squares
46/46c26e8b.jpg,What shape is behind the letter?,Heart
46/46c26e8b.jpg,What color are the stars?,Pink
46/46c26e8b.jpg,What letter is displayed?,C
46/46cbce03.jpg,What shape are the earrings?,Round
46/46cbce03.jpg,What is the color of the stones?,Orange
46/46cbce03.jpg,How many earrings are visible?,Two
46/46d26465.jpg,What is the flower color?,Blue
46/46d26465.jpg,What is printed on the case?,Flowers
46/46d26465.jpg,Is there a camera?,Yes
46/46d8d7c9.jpg,What fruit is printed on the case?,Pineapple
46/46d8d7c9.jpg,What color are the pineapple's leaves?,Green
46/46d8d7c9.jpg,Is the background dark or light?,Dark
46/46d8e563.jpg,What shape are the stones?,Round
46/46d8e563.jpg,What is the bracelet's metal tone?,Rosegold
46/46d8e563.jpg,Is the bracelet clasped?,Unclasped
